Claim Amount,Coverage,Education,Employment Status,Income,Marital Status,Monthly Premium Auto,Months Since Last Claim,Months Since Policy Inception,Claim Reason,Sales Channel,Fraudulent
259,Basic,High School,Unemployed,0,Single,74,7,63,Collision,Agent,0
624,Extended,College,Employed,73945,Married,78,21,76,Hail,Web,0
272,Basic,College,Retired,14030,Married,72,11,3,Hail,Branch,0
272,Basic,Bachelor,Employed,81799,Married,68,23,97,Hail,Agent,0
480,Basic,High School,Disabled,23634,Married,62,4,25,Collision,Branch,0
286,Extended,Bachelor,Unemployed,0,Married,78,26,14,Collision,Agent,0
517,Basic,Bachelor,Employed,56334,Married,65,35,72,Other,CallCenter,0
408,Basic,Bachelor,Medical Leave,23206,Married,107,31,60,Collision,CallCenter,0
296,Extended,High School,Retired,28140,Single,85,23,5,Scratch or Dent,Web,1
1647,Basic,High School,Unemployed,0,Divorced,63,4,52,Hail,Agent,1
1278,Extended,High School,Unemployed,0,Single,88,16,8,Hail,Agent,1
1217,Basic,Bachelor,Retired,14973,Divorced,115,2,75,Collision,Branch,0
624,Extended,Bachelor,Unemployed,0,Single,87,31,9,Collision,Branch,0
544,Basic,Doctor,Employed,25884,Married,69,18,36,Hail,Branch,0
355,Extended,Master,Disabled,11607,Single,96,19,38,Other,Agent,0
2414,Basic,Master,Employed,53691,Divorced,67,13,48,Collision,CallCenter,0
1542,Basic,Bachelor,Employed,89464,Married,194,17,40,Hail,Agent,0
552,Basic,High School,Employed,60596,Married,71,20,78,Collision,Agent,0
1345,Basic,Bachelor,Employed,43720,Single,117,5,90,Collision,Branch,0
669,Extended,High School,Employed,56980,Married,84,33,70,Hail,Agent,0
722,Basic,College,Unemployed,0,Divorced,68,5,36,Scratch or Dent,Branch,0
431,Basic,College,Unemployed,0,Single,67,0,71,Scratch or Dent,CallCenter,1
438,Premium,Bachelor,Employed,63774,Divorced,111,18,63,Hail,Agent,0
1051,Extended,High School,Employed,61650,Single,88,8,2,Hail,Web,1
867,Basic,College,Employed,31354,Married,109,11,23,Scratch or Dent,Branch,0
594,Basic,Doctor,Employed,44190,Married,74,17,40,Hail,Branch,0
1528,Basic,Bachelor,Employed,38183,Married,191,21,14,Collision,Branch,0
255,Basic,Master,Employed,79751,Married,63,15,67,Scratch or Dent,Web,0
419,Basic,High School,Unemployed,0,Single,64,3,53,Other,Web,1
816,Basic,College,Medical Leave,12266,Married,114,25,36,Collision,Branch,0
278,Basic,Master,Employed,61807,Divorced,70,0,96,Other,Agent,0
1008,Extended,High School,Retired,11828,Divorced,90,18,84,Collision,Agent,0
1936,Basic,Bachelor,Employed,49945,Married,70,21,65,Hail,CallCenter,0
715,Basic,Bachelor,Employed,28204,Married,182,30,84,Hail,Branch,0
878,Extended,High School,Employed,54726,Married,219,30,69,Scratch or Dent,Branch,0
273,Basic,Master,Employed,43386,Married,68,13,79,Scratch or Dent,CallCenter,0
743,Premium,High School,Unemployed,0,Married,101,6,43,Scratch or Dent,Branch,0
262,Basic,College,Employed,72302,Divorced,66,6,27,Collision,Agent,0
804,Basic,Bachelor,Employed,71391,Married,67,29,39,Hail,Agent,0
253,Basic,Bachelor,Employed,21606,Divorced,71,21,22,Other,CallCenter,0
1001,Extended,Bachelor,Employed,74489,Married,124,11,36,Scratch or Dent,Branch,0
475,Basic,High School,Employed,50549,Divorced,61,2,73,Collision,Agent,0
1404,Basic,Bachelor,Unemployed,0,Married,195,9,33,Collision,Web,0
1464,Extended,Bachelor,Unemployed,0,Divorced,139,5,56,Collision,CallCenter,0
389,Premium,College,Unemployed,0,Married,105,3,92,Collision,Branch,0
511,Basic,Bachelor,Employed,35625,Married,65,10,56,Hail,Agent,0
938,Basic,High School,Employed,25370,Married,116,21,64,Other,Web,0
501,Basic,College,Employed,51523,Married,62,31,0,Other,Agent,0
4942,Extended,Bachelor,Employed,85058,Married,137,34,82,Collision,CallCenter,0
856,Extended,Bachelor,Unemployed,0,Single,125,10,43,Collision,Branch,0
489,Basic,High School,Employed,27005,Married,61,10,72,Hail,Agent,0
537,Basic,College,Employed,62808,Married,66,33,37,Scratch or Dent,Branch,0
516,Basic,High School,Employed,88692,Married,64,29,26,Collision,Agent,0
3806,Basic,High School,Unemployed,0,Married,115,21,78,Hail,Agent,0
740,Extended,Master,Medical Leave,19064,Married,98,23,35,Collision,Agent,0
605,Extended,High School,Unemployed,0,Single,88,16,80,Scratch or Dent,Agent,1
723,Extended,Bachelor,Employed,60345,Single,93,22,10,Hail,Web,0
330,Extended,Bachelor,Employed,59592,Divorced,84,8,49,Hail,Web,0
551,Basic,College,Retired,15648,Married,73,29,68,Hail,Agent,0
433,Extended,Bachelor,Retired,23904,Single,123,1,67,Collision,Agent,0
435,Basic,College,Employed,90893,Single,110,33,0,Hail,Web,1
488,Basic,High School,Unemployed,0,Divorced,66,18,66,Collision,CallCenter,0
1011,Extended,College,Employed,74001,Married,84,16,0,Other,CallCenter,0
526,Basic,College,Employed,28447,Married,67,20,99,Other,Agent,0
401,Basic,College,Employed,56586,Married,100,33,86,Hail,Agent,0
629,Premium,Bachelor,Unemployed,0,Married,172,5,33,Collision,CallCenter,0
452,Basic,Doctor,Retired,19186,Divorced,62,10,34,Scratch or Dent,Branch,0
1774,Basic,High School,Employed,65348,Married,110,35,58,Collision,Branch,0
627,Extended,Doctor,Unemployed,0,Married,84,18,25,Collision,Agent,0
1217,Basic,Master,Unemployed,0,Single,109,28,96,Collision,Agent,0
362,Extended,College,Unemployed,0,Divorced,99,0,71,Collision,Branch,0
647,Extended,High School,Unemployed,0,Single,91,21,23,Scratch or Dent,CallCenter,1
558,Basic,College,Medical Leave,18892,Married,73,33,76,Collision,Web,0
3214,Premium,High School,Medical Leave,19066,Married,103,5,61,Collision,Agent,0
822,Premium,Bachelor,Employed,95102,Married,101,6,73,Scratch or Dent,Web,0
746,Extended,College,Employed,70263,Married,93,30,66,Hail,CallCenter,0
903,Extended,Master,Unemployed,0,Single,122,15,47,Collision,Branch,0
703,Basic,High School,Medical Leave,18120,Married,63,34,90,Collision,Web,0
741,Basic,Bachelor,Employed,38169,Married,62,18,82,Collision,Branch,0
758,Basic,College,Employed,64801,Married,64,23,19,Hail,Web,0
1072,Extended,College,Employed,86036,Divorced,90,8,20,Collision,Web,0
372,Basic,College,Unemployed,0,Single,101,16,59,Collision,Agent,0
353,Extended,Doctor,Employed,31278,Married,92,24,95,Collision,Branch,0
1709,Basic,High School,Employed,20053,Married,62,2,24,Scratch or Dent,CallCenter,0
1196,Extended,College,Employed,71587,Married,99,1,74,Collision,Agent,0
637,Extended,High School,Employed,44368,Married,80,5,72,Hail,CallCenter,0
467,Premium,High School,Employed,76157,Married,116,15,80,Hail,CallCenter,0
910,Basic,High School,Employed,59183,Married,113,11,91,Scratch or Dent,Agent,0
1466,Basic,Master,Employed,91015,Divorced,73,31,30,Scratch or Dent,Agent,0
753,Basic,College,Employed,52774,Married,66,16,26,Hail,Web,0
265,Basic,College,Employed,37876,Single,69,13,15,Hail,Agent,0
807,Basic,Bachelor,Employed,57938,Married,101,6,36,Scratch or Dent,Branch,0
764,Extended,High School,Medical Leave,26526,Married,99,0,86,Collision,CallCenter,0
249,Basic,Bachelor,Employed,76608,Married,62,2,2,Collision,CallCenter,0
1314,Basic,College,Unemployed,0,Single,194,23,34,Collision,Branch,0
313,Extended,High School,Employed,48056,Married,78,15,92,Scratch or Dent,Agent,0
835,Basic,Bachelor,Employed,45428,Divorced,109,2,46,Collision,CallCenter,0
324,Extended,Bachelor,Employed,89196,Divorced,81,17,52,Collision,Agent,0
693,Extended,Bachelor,Employed,88893,Married,86,5,63,Hail,CallCenter,0
510,Extended,Bachelor,Unemployed,0,Single,97,20,9,Collision,Agent,0
289,Basic,Bachelor,Employed,92722,Married,72,34,45,Hail,CallCenter,0
598,Extended,High School,Employed,57693,Divorced,76,16,56,Hail,Agent,0
542,Basic,Bachelor,Employed,53249,Married,67,32,10,Hail,Web,0
235,Basic,Bachelor,Medical Leave,26304,Single,63,22,93,Collision,CallCenter,0
1256,Basic,High School,Unemployed,0,Single,70,34,10,Collision,Branch,0
284,Basic,High School,Employed,71460,Married,74,11,77,Hail,CallCenter,0
560,Basic,High School,Employed,74454,Single,71,25,29,Hail,CallCenter,1
398,Extended,Bachelor,Employed,96413,Married,99,3,78,Scratch or Dent,Web,0
1093,Extended,High School,Employed,98542,Single,90,1,93,Hail,Agent,0
567,Basic,Master,Employed,43416,Married,70,7,99,Scratch or Dent,Branch,0
517,Basic,High School,Employed,81182,Single,64,3,45,Hail,Branch,1
276,Basic,Bachelor,Employed,79065,Married,69,13,24,Hail,Web,0
1038,Basic,High School,Retired,11721,Divorced,102,2,56,Hail,Agent,0
382,Extended,College,Employed,82414,Divorced,95,10,85,Other,Branch,0
1117,Basic,High School,Disabled,14533,Single,63,4,20,Collision,Branch,0
246,Basic,High School,Unemployed,0,Single,73,15,59,Other,Branch,0
748,Basic,Bachelor,Employed,52513,Married,65,0,76,Scratch or Dent,Web,0
266,Extended,College,Unemployed,0,Divorced,87,4,4,Hail,Agent,0
463,Basic,Master,Employed,79487,Divorced,114,20,87,Hail,Branch,0
1216,Premium,High School,Employed,57449,Single,103,6,28,Collision,Agent,0
479,Basic,College,Disabled,20181,Married,66,8,66,Collision,Agent,0
282,Basic,Bachelor,Employed,73339,Married,71,0,61,Hail,Web,0
1744,Extended,College,Employed,80969,Married,217,1,80,Other,Web,0
420,Basic,Bachelor,Employed,74057,Married,105,12,75,Scratch or Dent,Branch,0
785,Basic,Bachelor,Employed,32225,Married,66,23,90,Scratch or Dent,Agent,0
893,Basic,High School,Employed,60909,Married,112,8,94,Scratch or Dent,Agent,0
506,Basic,High School,Employed,70999,Married,63,5,70,Other,Agent,0
1120,Extended,College,Employed,75457,Married,93,0,79,Collision,Agent,0
443,Basic,High School,Employed,24059,Married,112,31,17,Other,Web,0
1033,Extended,College,Employed,56480,Married,87,13,62,Collision,CallCenter,0
992,Basic,College,Employed,37586,Divorced,63,29,90,Collision,Branch,0
588,Basic,High School,Employed,97026,Married,73,30,66,Hail,CallCenter,0
273,Basic,College,Employed,54010,Married,69,5,89,Hail,Branch,0
369,Extended,Bachelor,Employed,87485,Divorced,92,12,57,Scratch or Dent,Branch,0
952,Basic,Bachelor,Employed,74583,Married,118,31,20,Collision,Agent,0
438,Basic,College,Unemployed,0,Single,64,25,25,Hail,CallCenter,1
643,Extended,High School,Medical Leave,21238,Married,95,11,38,Collision,CallCenter,0
672,Extended,High School,Unemployed,0,Single,93,8,48,Hail,Branch,0
240,Basic,High School,Retired,22283,Divorced,65,16,93,Collision,Branch,0
239,Basic,Master,Employed,58237,Divorced,63,34,22,Other,Branch,0
236,Basic,Bachelor,Disabled,19864,Divorced,63,22,96,Collision,Web,0
408,Basic,College,Employed,57283,Single,106,9,85,Scratch or Dent,Web,1
2700,Premium,Master,Unemployed,0,Divorced,104,33,19,Scratch or Dent,Branch,0
1091,Extended,College,Employed,71656,Married,137,3,88,Scratch or Dent,Branch,0
345,Extended,Bachelor,Unemployed,0,Divorced,94,33,95,Collision,Web,0
663,Extended,Bachelor,Employed,41460,Married,83,1,54,Scratch or Dent,Branch,0
2007,Premium,Bachelor,Employed,85165,Single,101,8,81,Collision,Branch,0
387,Premium,High School,Unemployed,0,Single,111,10,75,Hail,Agent,1
417,Basic,Bachelor,Employed,36723,Married,106,13,18,Hail,Agent,0
669,Extended,High School,Employed,56980,Married,84,33,70,Hail,Agent,0
901,Premium,Doctor,Employed,32260,Married,113,8,99,Collision,Branch,0
497,Basic,Bachelor,Employed,75644,Divorced,65,5,68,Hail,Branch,0
251,Basic,High School,Employed,92056,Married,62,21,1,Hail,Branch,0
497,Basic,College,Employed,28524,Married,62,26,45,Hail,Web,0
192,Basic,College,Unemployed,0,Single,61,2,54,Collision,Branch,0
315,Extended,Bachelor,Employed,28089,Single,82,11,72,Other,Agent,0
596,Basic,Bachelor,Employed,87020,Married,74,6,84,Hail,Web,0
286,Basic,Doctor,Employed,27907,Divorced,74,3,38,Scratch or Dent,CallCenter,0
286,Basic,Bachelor,Employed,91811,Married,70,1,85,Collision,CallCenter,0
763,Basic,High School,Unemployed,0,Single,111,21,20,Collision,Agent,1
572,Basic,College,Employed,69451,Married,72,3,93,Hail,Web,0
511,Basic,Bachelor,Employed,92427,Married,64,2,48,Collision,CallCenter,0
507,Basic,Doctor,Unemployed,0,Divorced,69,8,24,Other,Agent,0
1204,Basic,Bachelor,Employed,44428,Single,104,17,61,Collision,CallCenter,0
868,Basic,High School,Employed,55842,Married,109,4,26,Hail,Agent,0
491,Basic,College,Employed,52796,Divorced,62,6,17,Other,CallCenter,0
1743,Basic,Master,Employed,41775,Married,109,11,80,Collision,Web,0
240,Basic,Bachelor,Unemployed,0,Married,66,6,71,Hail,CallCenter,0
567,Basic,High School,Employed,34974,Married,71,7,36,Collision,Web,0
1441,Basic,College,Employed,56457,Single,73,27,68,Scratch or Dent,Web,1
522,Basic,Bachelor,Employed,39854,Divorced,66,6,4,Hail,Web,0
236,Basic,Bachelor,Employed,27839,Married,65,20,54,Scratch or Dent,Agent,0
466,Basic,High School,Employed,88240,Divorced,117,3,94,Collision,Branch,0
3569,Basic,High School,Unemployed,0,Married,102,10,90,Collision,Branch,0
1025,Extended,College,Employed,52693,Married,129,1,0,Collision,Branch,0
690,Premium,Bachelor,Employed,65337,Married,173,9,22,Collision,Agent,0
501,Basic,Bachelor,Employed,64014,Single,63,26,27,Collision,Agent,0
425,Basic,High School,Unemployed,0,Single,61,17,1,Collision,Agent,0
1021,Extended,College,Employed,35482,Married,129,21,59,Collision,Branch,0
496,Basic,High School,Employed,20951,Single,65,2,50,Hail,Branch,0
448,Basic,High School,Unemployed,0,Divorced,62,22,46,Hail,Agent,1
276,Basic,High School,Employed,39393,Married,70,24,56,Hail,Agent,0
827,Basic,College,Employed,62912,Married,69,9,89,Hail,Branch,0
593,Premium,High School,Employed,33561,Divorced,152,6,30,Scratch or Dent,Branch,0
855,Basic,High School,Employed,53055,Single,112,30,30,Scratch or Dent,CallCenter,1
2128,Basic,High School,Unemployed,0,Married,63,24,89,Other,Branch,0
645,Extended,High School,Employed,55037,Married,80,20,88,Scratch or Dent,Agent,0
448,Basic,High School,Unemployed,0,Single,65,22,44,Other,Agent,1
3029,Basic,High School,Disabled,27587,Divorced,103,14,34,Collision,CallCenter,0
1384,Basic,High School,Medical Leave,29658,Divorced,119,20,66,Collision,CallCenter,0
539,Basic,College,Employed,63633,Married,68,16,21,Hail,Agent,0
385,Extended,College,Employed,23459,Married,96,17,19,Hail,Branch,0
637,Extended,High School,Employed,34498,Single,83,30,72,Hail,Branch,0
532,Basic,College,Employed,28559,Married,66,5,1,Other,CallCenter,0
512,Basic,Doctor,Employed,73740,Divorced,64,23,3,Collision,Agent,0
415,Extended,High School,Unemployed,0,Single,125,23,64,Collision,Branch,0
259,Basic,College,Retired,25925,Married,72,5,85,Hail,Web,0
576,Extended,Bachelor,Employed,31725,Single,76,31,9,Collision,Agent,0
1837,Extended,College,Employed,49659,Divorced,234,31,15,Scratch or Dent,Web,0
2192,Basic,Bachelor,Employed,81197,Married,109,2,42,Hail,Branch,0
1055,Extended,Master,Employed,43922,Married,88,26,88,Hail,Web,0
839,Basic,Bachelor,Employed,87123,Married,69,13,87,Collision,Agent,0
719,Basic,Bachelor,Unemployed,0,Married,66,15,24,Hail,Web,1
324,Extended,Master,Employed,68745,Married,80,5,42,Other,Branch,0
1096,Extended,College,Employed,29815,Single,95,35,18,Other,Agent,0
266,Basic,High School,Employed,53333,Married,66,4,34,Hail,Branch,0
200,Basic,College,Unemployed,0,Divorced,66,16,35,Collision,Branch,0
1548,Basic,High School,Employed,24661,Married,196,6,28,Hail,CallCenter,0
894,Basic,Bachelor,Employed,95351,Married,111,31,74,Collision,Web,0
508,Basic,Bachelor,Employed,62088,Married,64,6,28,Collision,Agent,0
903,Extended,Master,Unemployed,0,Single,122,15,47,Collision,Branch,0
3210,Basic,College,Employed,31503,Married,105,17,74,Collision,Agent,0
2233,Extended,College,Employed,49078,Single,97,10,3,Hail,Branch,0
856,Basic,High School,Retired,28120,Married,112,7,52,Collision,Web,0
771,Basic,College,Unemployed,0,Single,106,3,90,Hail,Agent,1
294,Extended,Bachelor,Employed,44369,Divorced,77,7,35,Collision,Web,0
511,Basic,High School,Disabled,15131,Married,67,14,13,Collision,Agent,0
512,Basic,Bachelor,Employed,26890,Married,65,28,37,Hail,Branch,0
249,Basic,Doctor,Employed,45855,Married,62,0,26,Scratch or Dent,Web,0
2359,Basic,Bachelor,Employed,76358,Married,66,25,3,Scratch or Dent,Agent,0
566,Basic,Bachelor,Employed,45586,Divorced,72,17,20,Collision,Branch,0
1567,Extended,College,Employed,43267,Married,78,8,10,Other,Agent,0
851,Extended,High School,Unemployed,0,Single,82,15,20,Hail,Branch,0
642,Extended,Master,Employed,46648,Divorced,81,8,26,Other,Web,0
306,Extended,High School,Employed,42406,Married,77,15,49,Other,CallCenter,0
575,Basic,Master,Employed,50798,Married,72,21,59,Hail,CallCenter,0
2359,Basic,Bachelor,Employed,76358,Married,66,25,3,Scratch or Dent,Agent,0
601,Extended,College,Retired,13528,Single,86,21,35,Collision,Agent,0
503,Basic,Bachelor,Unemployed,0,Married,67,21,85,Collision,Branch,0
341,Extended,Bachelor,Employed,85023,Married,85,4,69,Hail,Agent,0
435,Basic,High School,Unemployed,0,Single,62,20,9,Collision,Agent,0
834,Basic,High School,Employed,74460,Married,69,3,25,Other,Web,0
235,Basic,Bachelor,Medical Leave,22932,Married,62,2,97,Collision,Web,0
499,Basic,College,Employed,54189,Married,62,11,84,Collision,Agent,0
288,Basic,College,Employed,42247,Divorced,74,4,52,Scratch or Dent,Web,1
348,Extended,High School,Unemployed,0,Single,96,31,85,Collision,Agent,0
822,Premium,High School,Unemployed,0,Single,117,3,33,Collision,Agent,0
316,Extended,Bachelor,Employed,36706,Married,80,19,67,Collision,Agent,0
529,Basic,College,Employed,67899,Married,66,5,31,Scratch or Dent,Agent,0
655,Basic,College,Unemployed,0,Single,61,4,68,Scratch or Dent,CallCenter,1
762,Basic,College,Employed,41900,Married,63,0,34,Hail,Web,0
2461,Extended,Bachelor,Employed,72786,Married,76,10,9,Other,Agent,0
314,Extended,College,Employed,60108,Married,78,0,63,Collision,Agent,0
3202,Basic,High School,Employed,31433,Married,100,5,23,Hail,CallCenter,0
510,Basic,College,Employed,27940,Married,65,21,3,Hail,Agent,0
489,Extended,High School,Employed,51246,Married,122,4,89,Hail,Web,0
511,Basic,Bachelor,Employed,56587,Divorced,65,4,88,Collision,Web,0
273,Basic,High School,Employed,45025,Married,69,35,85,Collision,Agent,0
978,Extended,High School,Unemployed,0,Single,132,13,47,Collision,CallCenter,0
1504,Premium,Bachelor,Employed,22799,Married,190,10,75,Hail,Branch,0
531,Basic,Doctor,Employed,82601,Divorced,66,9,38,Other,Agent,0
1916,Extended,Master,Employed,22705,Divorced,239,19,59,Hail,Agent,0
332,Extended,High School,Unemployed,0,Married,92,13,17,Collision,Agent,0
379,Extended,College,Employed,41212,Married,95,13,27,Other,Web,0
760,Basic,High School,Unemployed,0,Single,70,3,94,Collision,Agent,1
695,Extended,High School,Employed,21687,Married,88,10,68,Hail,Agent,0
461,Basic,College,Medical Leave,22571,Single,63,29,51,Hail,Web,1
586,Basic,High School,Employed,72032,Married,72,10,73,Hail,Web,1
1537,Extended,Bachelor,Employed,42570,Married,128,5,52,Hail,Agent,0
323,Extended,College,Employed,62873,Divorced,81,0,41,Hail,CallCenter,0
929,Extended,Bachelor,Employed,21370,Married,77,1,35,Hail,CallCenter,0
250,Basic,Bachelor,Employed,66081,Single,64,31,92,Collision,Branch,0
708,Extended,Master,Employed,93854,Married,87,18,41,Other,Web,0
956,Extended,Doctor,Disabled,19429,Married,122,18,21,Collision,Branch,0
676,Extended,Bachelor,Employed,46879,Married,86,3,62,Collision,Agent,0
529,Basic,Bachelor,Employed,36791,Divorced,68,26,62,Collision,Agent,0
839,Premium,High School,Employed,40211,Married,106,5,98,Collision,CallCenter,0
2115,Extended,College,Employed,48642,Married,77,23,69,Hail,Branch,0
926,Premium,College,Employed,69063,Married,115,12,65,Collision,Branch,0
285,Basic,Doctor,Employed,87455,Divorced,71,10,46,Hail,CallCenter,0
625,Extended,High School,Employed,80101,Single,79,16,8,Scratch or Dent,CallCenter,1
213,Basic,High School,Unemployed,0,Divorced,61,13,81,Collision,Agent,0
1479,Extended,College,Employed,51817,Divorced,129,20,78,Collision,Branch,0
532,Basic,Bachelor,Employed,31561,Divorced,68,8,62,Scratch or Dent,Web,0
